city,country,ID_UC_G0,ghsl_name,ghsl_country,ghsl_latitude,ghsl_longitude,ghsl_match_similarity,ghsl_match_distance_km,ghsl_match_score,ghsl_match_status
Lisbon,Portugal,231,Lisbon,Portugal,38.76045813224219,-9.21701413491286,1.0,9.110962209860354,0.9908890377901396,high_confidence
Vienna,Austria,1081,Vienna,Austria,48.20005298531893,16.36372154578706,1.0,1.1294085396628486,0.9988705914603372,high_confidence
Athens,Greece,854,Athens,Greece,37.99009374158162,23.729465943650553,1.0,1.6826188577125523,0.9983173811422874,high_confidence
Istanbul,Turkey,2637,Istanbul,Turkey,41.01920409932211,28.98118209886853,1.0,1.4938651709834032,0.9985061348290166,high_confidence
Dubai,United Arab Emirates,1007,Dubai,United Arab Emirates,25.236720221987,55.345304853083476,1.0,23.983392380857648,0.9760166076191423,high_confidence
Cairo,Egypt,4605,Cairo,Egypt,30.069037393083885,31.255175725725902,1.0,3.3191324555856108,0.9966808675444144,high_confidence
Nairobi,Kenya,1717,Nairobi,Kenya,-1.2646015161437951,36.8524982853951,1.0,4.763178008896054,0.995236821991104,high_confidence
Accra,Ghana,3175,Accra,Ghana,5.606647187183119,-0.2130518617981973,1.0,5.661379078092899,0.9943386209219071,high_confidence
Johannesburg,South Africa,3512,Johannesburg,South Africa,-26.18169764890424,28.039232939165906,1.0,2.794481008074887,0.9972055189919251,high_confidence
Casablanca,Morocco,2102,Casablanca,Morocco,33.58068285943897,-7.543301952402813,1.0,7.271683611472777,0.9927283163885272,high_confidence
Mexico City,Mexico,5402,Mexico City,México,19.452597485172376,-99.10161679127117,1.0,3.985204241513649,0.9960147957584864,high_confidence
Bogota,Colombia,3881,Bogota,Colombia,4.646768070066402,-74.11699816466648,1.0,3.770236599576953,0.996229763400423,high_confidence
Lima,Peru,2171,Lima,Peru,-12.039246219748161,-77.01003645473577,1.0,2.3573899456037233,0.9976426100543963,high_confidence
Santiago,Chile,2334,Santiago,Chile,-33.50047198945281,-70.65367513115444,1.0,6.984182874237136,0.9930158171257628,high_confidence
Sao Paulo,Brazil,7277,São Paulo,Brazil,-23.576650497717655,-46.60073174449129,1.0,4.408267858033636,0.9955917321419664,high_confidence
Tokyo,Japan,5929,Tokyo,Japan,35.66458967247394,139.65361837436774,1.0,10.05457833400655,0.9899454216659934,high_confidence
Seoul,South Korea,348,Seoul,South Korea,37.48775103728389,126.9452705145115,1.0,9.2468810419705,0.9907531189580295,high_confidence
Taipei,Taiwan,1142,Taipei,Taiwan,25.021422661568906,121.46206716460557,1.0,10.393028719022793,0.9896069712809772,high_confidence
Bangkok,Thailand,2315,Bangkok,Thailand,13.763436487848516,100.55462697312663,1.0,6.712251640177024,0.993287748359823,high_confidence
Kuala Lumpur,Malaysia,1648,Kuala Lumpur,Malaysia,3.101119169140817,101.64406894914953,1.0,7.915506827963859,0.9920844931720362,high_confidence
Jakarta,Indonesia,5472,Jakarta,Indonesia,-6.326827626029205,106.83055876296284,1.0,16.841633028660752,0.9831583669713393,high_confidence
Manila,Philippines,2323,Manila,Philippines,14.576382329976964,121.01916349366641,1.0,4.458876262594967,0.995541123737405,high_confidence
Mumbai,India,7599,Mumbai,India,19.135013639198153,72.88720277466412,1.0,9.096033087841358,0.9909039669121587,high_confidence
Bengaluru,India,9558,Bengaluru,India,13.010750229565,77.55991331873831,1.0,4.994118893795774,0.9950058811062042,high_confidence
Los Angeles,United States,2007,Los Angeles,United States,33.98896254052271,-118.07408472017524,1.0,17.131271328010495,0.9828687286719895,high_confidence
New York City,United States,8099,New York City,United States,40.736897735176946,-73.94017082108283,1.0,6.165272860657464,0.9938347271393425,high_confidence
Montreal,Canada,3700,Montreal,Canada,45.5338210448231,-73.64347805202698,1.0,6.674818570945881,0.9933251814290541,high_confidence
Vancouver,Canada,358,Vancouver,Canada,49.228880527022504,-122.99296347747756,1.0,9.475784933604062,0.990524215066396,high_confidence
London,United Kingdom,5816,London,United Kingdom,51.50967878061254,-0.12589303642690444,1.0,0.2800924891197306,0.9997199075108802,high_confidence
Paris,France,2878,Paris,France,48.84756941921905,2.357193165477411,1.0,0.9213619780914344,0.9990786380219085,high_confidence
Amsterdam,Netherlands,1590,Amsterdam,Netherlands,52.3632534194657,4.863696580001262,1.0,2.2373555606039357,0.9977626444393961,high_confidence
Barcelona,Spain,5071,Barcelona,Spain,41.42801374839513,2.1582767227847324,1.0,5.289620226493836,0.9947103797735062,high_confidence
Warsaw,Poland,3712,Warsaw,Poland,52.222790839317796,21.000126179928237,1.0,1.1140376915745644,0.9988859623084254,high_confidence
Prague,Czechia,560,Prague,Czechia,50.07291545652185,14.44654930308713,1.0,2.423953635177087,0.9975760463648229,high_confidence
Rome,Italy,3938,Rome,Italy,41.89084706903579,12.517060216013537,1.0,2.838276910016932,0.9971617230899831,high_confidence
Milan,Italy,1498,Milan,Italy,45.52622068030337,9.187738647636523,1.0,6.8986113365538495,0.9931013886634461,high_confidence
Lagos,Nigeria,1289,Lagos,Nigeria,6.570320638041384,3.3099987967475877,1.0,15.835371791191399,0.9841646282088086,high_confidence
Addis Ababa,Ethiopia,5862,Addis Ababa,Ethiopia,9.006852216539123,38.74962659569751,1.0,0.7630355775452087,0.9992369644224548,high_confidence
Dakar,Senegal,39,Dakar,Senegal,14.744558927432383,-17.389242279601113,1.0,8.49566698138161,0.9915043330186184,high_confidence
Kampala,Uganda,1711,Kampala,Uganda,0.3172797610166684,32.570577111632524,1.0,1.199278527295497,0.9988007214727045,high_confidence
Dar es Salaam,Tanzania,3570,Dar es-Salaam,Tanzania,-6.83608331671736,39.218942291892745,1.0,7.1361132110743934,0.9928638867889256,high_confidence
Tunis,Tunisia,1399,Tunis,Tunisia,36.81193894838944,10.184943141805084,1.0,1.3066612600023286,0.9986933387399977,high_confidence
Algiers,Algeria,3397,Algiers,Algeria,36.73366758041999,3.0886043486352865,1.0,5.108129337654329,0.9948918706623456,high_confidence
Buenos Aires,Argentina,4443,Buenos Aires,Argentina,-34.65417100364625,-58.523071046565065,1.0,13.249543127950552,0.9867504568720494,high_confidence
Rio de Janeiro,Brazil,7799,Rio de Janeiro,Brazil,-22.845831402098714,-43.366976742813634,1.0,17.698331447118395,0.9823016685528816,high_confidence
Quito,Ecuador,2544,Quito,Ecuador,-0.21048652280456906,-78.50070122829348,1.0,1.6820308166035454,0.9983179691833964,high_confidence
Montevideo,Uruguay,804,Montevideo,Uruguay,-34.86658052469484,-56.16995606110513,1.0,4.785486398050285,0.9952145136019497,high_confidence
Panama City,Panama,658,Panama City,Panama,9.05249208425524,-79.47697153424056,1.0,10.985522673424443,0.9890144773265755,high_confidence
Delhi,India,7963,New Delhi,India,28.622622091614826,77.22385121902552,0.7142857142857143,1.7439706753658775,0.7125417436103484,review
Chennai,India,10300,Chennai,India,13.039884118180264,80.19494386734063,1.0,9.494985752090873,0.9905050142479092,high_confidence
Hyderabad,India,9524,Hyderabad,India,17.416110174033793,78.47665470775922,1.0,6.179811871642911,0.993820188128357,high_confidence
Karachi,Pakistan,2457,Karachi,Pakistan,24.89789014075107,67.06570945007051,1.0,6.609994877872244,0.9933900051221277,high_confidence
Dhaka,Bangladesh,6090,Dhaka,Bangladesh,23.63799949944278,90.61155657894142,1.0,26.662829366457256,0.9733371706335427,high_confidence
Hanoi,Vietnam,1999,Hanoi,Vietnam,21.010418154216897,105.83480923706834,1.0,2.8201332353290294,0.997179866764671,high_confidence
Ho Chi Minh City,Vietnam,5239,Ho Chi Minh City,Vietnam,10.8300545519086,106.69150470184475,1.0,6.836993921820395,0.9931630060781796,high_confidence
Singapore,Singapore,178,Singapore,Singapore,1.35161313854154,103.84419324921555,1.0,6.913638711354995,0.993086361288645,high_confidence
Hong Kong,China,11185,Hong Kong,China,22.31743992417263,114.18306980808262,1.0,4.709413510822682,0.9952905864891773,high_confidence
Osaka,Japan,4399,Osaka,Japan,34.72053431688806,135.47509520795273,1.0,3.8302882135256184,0.9961697117864744,high_confidence
Sydney,Australia,2324,Sydney,Australia,-33.853975720075375,151.07285573238158,1.0,12.628645365481825,0.9873713546345182,high_confidence
Melbourne,Australia,1747,Melbourne,Australia,-37.83036217844276,145.04509879735565,1.0,7.415719762733797,0.9925842802372662,high_confidence
Auckland,New Zealand,1147,Auckland,New Zealand,-36.89176261348013,174.78217455096896,1.0,4.723379925671493,0.9952766200743285,high_confidence
Brisbane,Australia,2734,Brisbane,Australia,-27.50446350689325,153.0405914626933,1.0,4.292478686291074,0.9957075213137089,high_confidence
Chicago,United States,7532,Chicago,United States,41.87560495657847,-87.75468511794365,1.0,10.785255906831516,0.9892147440931685,high_confidence
Toronto,Canada,2869,Toronto,Canada,43.712121057861246,-79.48919036040411,1.0,10.68431016075409,0.9893156898392459,high_confidence
Seattle,United States,5098,Seattle,United States,47.62951451703476,-122.27560044577864,1.0,4.981919818894271,0.9950180801811057,high_confidence
San Francisco,United States,1461,San Francisco,United States,37.57868330126698,-122.09706340335889,1.0,35.88571537013927,0.9641142846298607,high_confidence
Boston,United States,8255,Boston,United States,42.35198509314479,-71.09272185874227,1.0,2.966481687844628,0.9970335183121554,high_confidence
Miami,United States,7168,Miami,United States,26.06241352821564,-80.23053205914078,1.0,32.26489756617167,0.9677351024338283,high_confidence
Riyadh,Saudi Arabia,3026,Riyadh,Saudi Arabia,24.69229780735962,46.72424699552702,1.0,5.9938622277268605,0.9940061377722731,high_confidence
Tel Aviv,Israel,457,Tel Aviv,Israel,32.06919625353828,34.82484529527553,1.0,4.432844167283161,0.9955671558327168,high_confidence
Tehran,Iran,5174,Tehran,Iran,35.69508336567436,51.35815848527414,1.0,2.9125619759037185,0.9970874380240963,high_confidence
